GitHub, creationDate, endDate, lifeSpan, RestrictedContributionsCount, CommitContributions, PullRequestReviewContributions, commitComments, issueComments, gistComments, repositoryDiscussionComments, issues, gists, projects, pullRequests, repositoryDiscussions, repoACount, forkACount, stargazerACount, Awatchers, repoASize, AlanguageInfo, repoBCount, forkBCount, stargazerBCount, Bwatchers, repoBSize, BlanguageInfo, repoCCount, forkCCount, stargazerCCount, Cwatchers, repoCSize, ClanguageInfo, repoDCount, forkDCount, stargazerDCount, Dwatchers, repoDSize, DlanguageInfo
USER11,2019-03-16T17:30:10Z,2019-01-07T00:00:00Z,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER12,2019-02-04T19:51:30Z,2019-01-07T00:00:00Z,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER13,2019-03-07T05:56:54Z,2019-01-07T00:00:00Z,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER14,2017-02-04T19:14:11Z,2019-01-07T00:00:00Z,701,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3141,Python: 3141,0,0,0,0,0,,1,0,0,1,18671,C++: 17785; Makefile: 886,0,0,0,0,0,
USER15,2014-11-17T21:11:54Z,2019-01-07T00:00:00Z,1511,0,9,1,0,0,0,0,0,0,0,4,0,5,0,0,6,1680,C#: 1680,0,0,0,0,0,,2,0,0,1,598,HTML: 342; CSS: 256,0,0,0,0,0,
USER16,2017-02-24T06:17:33Z,2019-01-07T00:00:00Z,681,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,4,1,2,0,,0,0,0,0,0,,0,0,0,0,0,
USER17,2015-08-31T16:07:34Z,2019-01-07T00:00:00Z,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER18,2018-10-15T17:22:15Z,2019-01-07T00:00:00Z,83,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER19,2015-02-12T09:23:58Z,2019-01-07T00:00:00Z,1424,0,68,0,0,0,0,0,0,0,0,1,0,8,1,1,12,2405921,Java: 336128; C: 1601919; Assembly: 218080; Makefile: 177862; Yacc: 56064; Lex: 4800; Shell: 4891; Python: 5551; JavaScript: 626,1,5,3,1,233478,Jupyter Notebook: 233478,1,0,0,1,233478,Jupyter Notebook: 233478,0,0,0,0,0,
USER20,2018-10-15T19:38:50Z,2019-01-07T00:00:00Z,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER21,2019-04-05T15:00:52Z,2019-01-07T00:00:00Z,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER22,2019-03-23T15:04:11Z,2019-01-07T00:00:00Z,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER23,2016-01-15T02:54:01Z,2019-01-07T00:00:00Z,1087,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER24,2017-12-03T22:37:47Z,2019-01-07T00:00:00Z,399,0,152,3,0,5,0,0,6,0,0,2,0,14,3,11,15,4014579,Java: 53684; HTML: 21600; CSS: 6319; JavaScript: 4416; Python: 45275; Jupyter Notebook: 3883285,2,10,0,13,81230,HTML: 30474; JavaScript: 16615; Python: 34141,5,0,1,5,88549737,HTML: 4711039; JavaScript: 16403; C++: 41343240; Python: 37342074; Jupyter Notebook: 2166132; Go: 1047216; Java: 737396; Shell: 428147; C: 340737; CMake: 201232; Objective-C++: 94385; Makefile: 49184; PureBasic: 25356; Objective-C: 12456; Batchfile: 9274; Smarty: 6870; LLVM: 6536; Perl: 6179; PHP: 2140; Perl 6: 1357; Ruby: 533; Dockerfile: 1851,1,0,0,2,7669675,Java: 7373474; SQLPL: 224564; XSLT: 32167; CSS: 24072; JavaScript: 7948; HTML: 7450
USER25,2016-08-22T17:58:34Z,2019-01-07T00:00:00Z,867,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,,1,0,0,0,0,,0,0,0,0,0,
USER26,2019-03-20T00:39:03Z,2019-01-07T00:00:00Z,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER27,2019-02-01T20:04:38Z,2019-01-07T00:00:00Z,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER28,2018-02-15T15:59:09Z,2019-01-07T00:00:00Z,325,0,27,0,0,0,0,0,0,0,0,0,0,3,1,0,3,71890,Java: 59829; SQLPL: 12061,0,0,0,0,0,,1,0,0,1,7912,JavaScript: 7552; HTML: 360,0,0,0,0,0,
USER29,2016-07-31T05:36:36Z,2019-01-07T00:00:00Z,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER30,2014-09-26T13:59:11Z,2019-01-07T00:00:00Z,1563,1,59,0,0,25,0,0,0,0,0,10,0,9,5,1,11,241941,Python: 85808; Tcl: 737; Jupyter Notebook: 155396,3,1,2,8,210258,Python: 210258,9,0,0,11,144591144,Jupyter Notebook: 3889988; Python: 52770236; CSS: 525135; Shell: 682417; Makefile: 79849; JavaScript: 6068420; HTML: 4904398; PHP: 13407; Lua: 73818; Vim script: 2598; TypeScript: 2221; Vue: 305; C: 1924236; Ruby: 627; C++: 65923510; Go: 1299999; Java: 877560; CMake: 747320; Objective-C++: 357816; Dockerfile: 59871; PureBasic: 25356; Objective-C: 19703; Batchfile: 21534; C#: 8446; Perl: 7536; Smarty: 6976; LLVM: 6536; Assembly: 4882; RobotFramework: 891; Pascal: 221; Cuda: 4242577; Metal: 42755,0,0,0,0,0,
USER31,2019-02-22T18:07:24Z,2019-01-07T00:00:00Z,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER32,2017-04-19T19:09:01Z,2019-01-07T00:00:00Z,627,0,63,0,0,0,0,0,0,0,0,0,0,9,0,0,9,754760,Python: 2284; C: 8160; PHP: 130345; CSS: 129378; Hack: 838; Java: 80402; JavaScript: 135001; HTML: 263972; C++: 4380,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER33,2019-01-04T00:23:10Z,2019-01-07T00:00:00Z,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER34,2015-09-25T17:27:13Z,2019-01-07T00:00:00Z,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER35,2015-09-27T04:42:50Z,2019-01-07T00:00:00Z,1197,0,46,0,0,0,0,0,0,0,0,3,0,1,0,0,1,30331,C: 30237; Makefile: 94,2,2,0,7,59086,Python: 57999; PHP: 1087,1,0,0,1,51937,Python: 51937,0,0,0,0,0,
USER36,2016-09-04T17:00:28Z,2019-01-07T00:00:00Z,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER37,2018-10-06T15:05:24Z,2019-01-07T00:00:00Z,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER38,2018-03-05T01:45:52Z,2019-01-07T00:00:00Z,307,0,29,2,0,2,0,0,0,0,0,30,0,1,2,0,1,345978,Java: 345978,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER39,2014-06-19T16:19:49Z,2019-01-07T00:00:00Z,1662,0,30,0,0,0,0,0,0,0,0,0,0,5,2,0,10,198835,Java: 183757; CSS: 7234; JavaScript: 136; Scala: 3589; HTML: 4119,0,0,0,0,0,,1,0,0,2,672,C: 672,0,0,0,0,0,
USER40,2014-08-26T22:26:16Z,2019-01-07T00:00:00Z,1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER41,2019-02-08T17:08:02Z,2019-01-07T00:00:00Z,-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER42,2019-03-22T20:21:47Z,2019-01-07T00:00:00Z,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER43,2019-02-05T22:50:03Z,2019-01-07T00:00:00Z,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER44,2017-08-12T02:16:35Z,2019-01-07T00:00:00Z,512,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER45,2014-02-16T08:49:46Z,2019-01-07T00:00:00Z,1785,0,118,0,0,2,0,0,7,0,0,30,0,4,1,1,5,1177962,Java: 1177962,5,10,15,22,3942000,Java: 476160; HTML: 112584; JavaScript: 60060; CSS: 41130; PHP: 265374; SQLPL: 1103; PLSQL: 644; Jupyter Notebook: 2984945,1,0,0,1,256,CSS: 256,0,0,0,0,0,
USER46,2015-01-18T06:22:01Z,2019-01-07T00:00:00Z,1449,0,27,0,0,0,0,0,0,0,0,7,0,11,1,0,11,1908596,C: 1243397; Python: 2860; Makefile: 96110; C++: 167303; Java: 188469; Assembly: 164089; Yacc: 42048; Lex: 3600; Shell: 720,1,0,0,3,690680,HTML: 379456; JavaScript: 210489; CSS: 100735,0,0,0,0,0,,0,0,0,0,0,
USER47,2019-01-12T17:42:33Z,2019-01-07T00:00:00Z,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER48,2013-01-31T12:02:54Z,2019-01-07T00:00:00Z,2166,0,112,0,0,0,0,0,0,0,0,2,0,12,1,2,19,146458,Python: 114142; MATLAB: 16049; Jupyter Notebook: 3359; C++: 4309; Dockerfile: 989; Shell: 770; HTML: 12; CMake: 6828,0,0,0,0,0,,7,0,0,7,12601971,HTML: 49804; Python: 945869; Shell: 117488; C++: 6972031; CMake: 727720; C: 3689680; MATLAB: 35618; NSIS: 26894; Makefile: 16220; Perl: 7020; XSLT: 6736; Perl 6: 4381; Scilab: 1502; GDB: 817; Io: 191,0,0,0,0,0,
USER49,2018-12-09T23:45:38Z,2019-01-07T00:00:00Z,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17292,Ruby: 17292,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER50,2014-08-25T18:23:04Z,2019-01-07T00:00:00Z,1595,1,282,0,0,0,0,0,0,0,0,0,0,1,0,1,1,10411,Arduino: 10411,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER51,2019-03-10T13:25:49Z,2019-01-07T00:00:00Z,-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER52,2018-06-29T19:09:35Z,2019-01-07T00:00:00Z,191,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER53,2018-08-29T00:50:30Z,2019-01-07T00:00:00Z,130,0,23,0,0,0,0,0,0,0,0,0,0,4,0,0,0,72061,MATLAB: 64114; M: 274; Python: 7673,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
USER54,2015-09-18T14:27:18Z,2019-01-07T00:00:00Z,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
